geneId	geneSymbol	DSI	DPI	diseaseId	diseaseName	diseaseType	diseaseClass	diseaseSemanticType	score	EI	YearInitial	YearFinal	NofPmids	NofSnps	source
      999	CDH1	0.401	0.808	C4722327	PROSTATE CANCER, HEREDITARY, 1	disease	C04;C12	Neoplastic Process	0.30	1	2004	2005	   2	   0	CTD_human
     1000	CDH2	0.535	0.731	C0006142	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	0.32	1	2012	2016	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C0013261	Duane Retraction Syndrome	disease	C16;C11;C10	Disease or Syndrome	0.30	1	2007	2007	   1	   0	GENOMICS_ENGLAND
     1000	CDH2	0.535	0.731	C0024623	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	0.30	1	2006	2006	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C0027626	Neoplasm Invasiveness	phenotype	C23;C04	Pathologic Function	0.30	1	2016	2016	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C0027627	Neoplasm Metastasis	phenotype	C23;C04	Neoplastic Process	0.38	1	2010	2019	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C0027746	Nerve Degeneration	phenotype	C23	Cell or Molecular Dysfunction	0.30	1	2002	2002	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C0038220	Status Epilepticus	disease	C23;C10	Disease or Syndrome	0.30	1	2002	2002	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C0038356	Stomach Neoplasms	group	C06;C04	Neoplastic Process	0.31	1	2006	2007	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C0151744	Myocardial Ischemia	disease	C14	Disease or Syndrome	0.30	1	2005	2005	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C0235874	Disease Exacerbation	phenotype	C23	Finding	0.30	1	2013	2013	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C0270823	Petit mal status	disease	C23;C10	Disease or Syndrome	0.30	1	2002	2002	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C0311335	Grand Mal Status Epilepticus	disease	C23;C10	Disease or Syndrome	0.30	1	2002	2002	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C0393734	Complex Partial Status Epilepticus	disease	C23;C10	Disease or Syndrome	0.30	1	2002	2002	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C0454455	Mirror movements disorder	disease	C10	Disease or Syndrome	0.31	1	2007	2019	   1	   0	GENOMICS_ENGLAND
     1000	CDH2	0.535	0.731	C0557874	Global developmental delay	disease		Mental or Behavioral Dysfunction	0.30	1	2007	2007	   1	   0	GENOMICS_ENGLAND
     1000	CDH2	0.535	0.731	C0678222	Breast Carcinoma	disease	C04;C17	Neoplastic Process	0.32	1	2012	2016	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C0744356	Abnormality of the genital system	phenotype	C16;C13;C12	Finding	0.30	1	2007	2007	   1	   0	GENOMICS_ENGLAND
     1000	CDH2	0.535	0.731	C0751522	Status Epilepticus, Subclinical	disease	C23;C10	Disease or Syndrome	0.30	1	2002	2002	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C0751523	Non-Convulsive Status Epilepticus	disease	C23;C10	Disease or Syndrome	0.30	1	2002	2002	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C0751524	Simple Partial Status Epilepticus	phenotype	C23;C10	Disease or Syndrome	0.30	1	2002	2002	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C1257931	Mammary Neoplasms, Human	disease	C04;C17	Neoplastic Process	0.30	1	2016	2016	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C1458155	Mammary Neoplasms	group	C04;C17	Neoplastic Process	0.30	1	2016	2016	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C1708349	Hereditary Diffuse Gastric Cancer	disease	C06;C04	Neoplastic Process	0.30	1	2006	2006	   1	   0	CTD_human
     1000	CDH2	0.535	0.731	C1837249	Malformations of Cortical Development, Group II	disease	C16;C10	Congenital Abnormality	0.30	1	2007	2007	   1	   0	GENOMICS_ENGLAND
     1000	CDH2	0.535	0.731	C1842581	Abnormal corpus callosum morphology	phenotype	C23	Finding	0.30	1	2007	2007	   1	   0	GENOMICS_ENGLAND
     1000	CDH2	0.535	0.731	C3714756	Intellectual Disability	group	C23;C10;F03;F01	Mental or Behavioral Dysfunction	0.31	1	2007	2019	   1	   0	GENOMICS_ENGLAND
     1000	CDH2	0.535	0.731	C4316870	Abnormality of the eye	phenotype		Anatomical Abnormality	0.30	1	2007	2007	   1	   0	GENOMICS_ENGLAND
     1000	CDH2	0.535	0.731	C4704874	Mammary Carcinoma, Human	disease	C04;C17	Neoplastic Process	0.30	1	2016	2016	   1	   0	CTD_human
     1001	CDH3	0.56	0.615	C0009324	Ulcerative Colitis	disease	C06	Disease or Syndrome	0.40	1	2009	2011	   1	   1	CTD_human
     1001	CDH3	0.56	0.615	C0010093	Corpus Luteum Cyst	disease	C04;C13;C19	Disease or Syndrome	0.30	1	2011	2011	   1	   0	CTD_human
     1001	CDH3	0.56	0.615	C0015397	Disorder of eye	group	C11	Disease or Syndrome	0.30				   0	   0	GENOMICS_ENGLAND
     1001	CDH3	0.56	0.615	C0029927	Ovarian Cysts	disease	C04;C13;C19	Disease or Syndrome	0.30	1	2011	2011	   1	   0	CTD_human
     1001	CDH3	0.56	0.615	C1832162	HYPOTRICHOSIS, CONGENITAL, WITH JUVENILE MACULAR DYSTROPHY	disease	C11;C17	Disease or Syndrome	0.70	1	2001	2010	   3	   2	CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
     1001	CDH3	0.56	0.615	C1857041	Ectodermal dysplasia, ectrodactyly, and macular dystrophy	disease	C16;C11;C17;C05	Disease or Syndrome; Congenital Abnormality	0.74	1	2002	2017	   3	   3	CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
     1003	CDH5	0.561	0.692	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2012	2012	   1	   0	PSYGENET
     1003	CDH5	0.561	0.692	C0006142	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	0.37	1	2000	2018	   1	   0	CTD_human
     1003	CDH5	0.561	0.692	C0008312	Primary biliary cirrhosis	disease	C23;C06	Disease or Syndrome	0.30	1	2008	2008	   1	   0	CTD_human
     1003	CDH5	0.561	0.692	C0009402	Colorectal Carcinoma	disease	C06;C04	Neoplastic Process	0.30	1	2008	2008	   1	   0	CTD_human
     1003	CDH5	0.561	0.692	C0009404	Colorectal Neoplasms	group	C06;C04	Neoplastic Process	0.30	1	2008	2008	   1	   0	CTD_human
     1003	CDH5	0.561	0.692	C0023892	Biliary cirrhosis	disease	C23;C06	Disease or Syndrome	0.30	1	2008	2008	   1	   0	CTD_human
     1003	CDH5	0.561	0.692	C0023893	Liver Cirrhosis, Experimental	disease	C23;C06	Experimental Model of Disease	0.30	1	2014	2014	   1	   0	CTD_human
     1003	CDH5	0.561	0.692	C0232347	No-Reflow Phenomenon	phenotype	C23	Finding	0.30	1	2007	2007	   1	   0	CTD_human
     1003	CDH5	0.561	0.692	C0238065	Secondary Biliary Cholangitis	disease	C23;C06	Disease or Syndrome	0.30	1	2008	2008	   1	   0	CTD_human
     1003	CDH5	0.561	0.692	C0678222	Breast Carcinoma	disease	C04;C17	Neoplastic Process	0.37	1	2000	2018	   1	   0	CTD_human
     1003	CDH5	0.561	0.692	C1257931	Mammary Neoplasms, Human	disease	C04;C17	Neoplastic Process	0.30	1	2008	2008	   1	   0	CTD_human
     1003	CDH5	0.561	0.692	C1458155	Mammary Neoplasms	group	C04;C17	Neoplastic Process	0.32	1	2008	2008	   1	   0	CTD_human
     1003	CDH5	0.561	0.692	C2713615	Slow-Flow Phenomenon	phenotype	C23	Pathologic Function	0.30	1	2007	2007	   1	   0	CTD_human
     1003	CDH5	0.561	0.692	C4551595	Biliary Cirrhosis, Primary, 1	disease	C23;C06	Disease or Syndrome	0.30	1	2008	2008	   1	   0	CTD_human
     1003	CDH5	0.561	0.692	C4704874	Mammary Carcinoma, Human	disease	C04;C17	Neoplastic Process	0.30	1	2008	2008	   1	   0	CTD_human
     1004	CDH6	0.691	0.385	C0006625	Cachexia	phenotype	C23	Sign or Symptom	0.30	1	2007	2007	   1	   0	CTD_human
     1005	CDH7	0.769	0.231	C0005586	Bipolar Disorder	disease	F03	Mental or Behavioral Dysfunction	0.30	1	2014	2014	   1	   0	PSYGENET
     1005	CDH7	0.769	0.231	C0009402	Colorectal Carcinoma	disease	C06;C04	Neoplastic Process	0.30	1	2005	2005	   1	   0	CTD_human
     1005	CDH7	0.769	0.231	C0009404	Colorectal Neoplasms	group	C06;C04	Neoplastic Process	0.30	1	2005	2005	   1	   0	CTD_human
     1005	CDH7	0.769	0.231	C0041696	Unipolar Depression	disease	F03	Mental or Behavioral Dysfunction	0.31	1	2014	2014	   1	   0	PSYGENET
     1005	CDH7	0.769	0.231	C1269683	Major Depressive Disorder	disease	F03	Mental or Behavioral Dysfunction	0.31	1	2014	2014	   1	   0	PSYGENET
     1006	CDH8	0.743	0.385	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2012	2012	   1	   0	PSYGENET
     1007	CDH9	0.751	0.308	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2012	2012	   1	   0	PSYGENET
     1007	CDH9	0.751	0.308	C0004352	Autistic Disorder	disease	F03	Mental or Behavioral Dysfunction	0.31	1	2009	2019	   1	   0	CTD_human
     1008	CDH10	0.76	0.385	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2012	2012	   1	   0	PSYGENET
     1008	CDH10	0.76	0.385	C0004352	Autistic Disorder	disease	F03	Mental or Behavioral Dysfunction	0.31	1	2009	2017	   1	   0	CTD_human
     1008	CDH10	0.76	0.385	C0006142	Malignant neoplasm of breast	disease	C04;C17	Neoplastic Process	0.30				   0	   0	UNIPROT
     1008	CDH10	0.76	0.385	C1510586	Autism Spectrum Disorders	disease	F03	Mental or Behavioral Dysfunction	0.32	1	2016	2017	   1	   0	CTD_human
     1009	CDH11	0.512	0.808	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.32	1	2011	2012	   2	   0	PSYGENET
     1009	CDH11	0.512	0.808	C0809936	Branchio-skeleto-genital syndrome	disease	C05	Disease or Syndrome	0.63	1	2017	2018	   2	   3	GENOMICS_ENGLAND;ORPHANET
     1009	CDH11	0.512	0.808	C1863870	Hypospadias, Hypertelorism, Upper Lid Coloboma, and Mixed-Type Hearing Loss	phenotype	C23;C16;C13;C11;C05;C12;C10;C09	Disease or Syndrome	0.30	1	2017	2018	   2	   0	ORPHANET
     1010	CDH12	0.821	0.308	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.31	0.5	2011	2012	   2	   0	PSYGENET
     1010	CDH12	0.821	0.308	C0033578	Prostatic Neoplasms	group	C04;C12	Neoplastic Process	0.30	1	2018	2018	   1	   0	CTD_human
     1010	CDH12	0.821	0.308	C0376358	Malignant neoplasm of prostate	disease	C04;C12	Neoplastic Process	0.30	1	2018	2018	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.32	1	2009	2012	   3	   0	PSYGENET
     1012	CDH13	0.501	0.846	C0004763	Barrett Esophagus	disease	C06;C04	Disease or Syndrome	0.31	1	2008	2008	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0007131	Non-Small Cell Lung Carcinoma	disease	C04;C08	Neoplastic Process	0.38	1	2002	2014	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0011570	Mental Depression	disease	F01	Mental or Behavioral Dysfunction	0.31	1	2012	2019	   1	   0	PSYGENET
     1012	CDH13	0.501	0.846	C0011581	Depressive disorder	disease	F03	Mental or Behavioral Dysfunction	0.31	1	2012	2019	   1	   0	PSYGENET
     1012	CDH13	0.501	0.846	C0013146	Drug abuse	group	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0013170	Drug habituation	phenotype	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0013222	Drug Use Disorders	group	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0014859	Esophageal Neoplasms	group	C06;C04	Neoplastic Process	0.31	1	2008	2016	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0024121	Lung Neoplasms	group	C04;C08	Neoplastic Process	0.51	1	2006	2008	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0029231	Organic Mental Disorders, Substance-Induced	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0033578	Prostatic Neoplasms	group	C04;C12	Neoplastic Process	0.31	1	2007	2008	   2	   0	CTD_human
     1012	CDH13	0.501	0.846	C0038580	Substance Dependence	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0038586	Substance Use Disorders	group	C25;F03	Mental or Behavioral Dysfunction	0.33	1	2008	2017	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0236733	Amphetamine-Related Disorders	group	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2008	2008	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0236804	Amphetamine Addiction	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2008	2008	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0236807	Amphetamine Abuse	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2008	2008	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0236969	Substance-Related Disorders	group	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0242379	Malignant neoplasm of lung	disease	C04;C08	Neoplastic Process	0.40	1	1998	2018	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0376358	Malignant neoplasm of prostate	disease	C04;C12	Neoplastic Process	0.31	1	2007	2014	   2	   0	CTD_human
     1012	CDH13	0.501	0.846	C0546837	Malignant neoplasm of esophagus	disease	C06;C04	Neoplastic Process	0.31	1	2008	2016	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C0740858	Substance abuse problem	disease	C25;F03	Mental or Behavioral Dysfunction	0.31	1	2010	2015	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C1258085	Barrett Epithelium	disease	C06;C04	Disease or Syndrome	0.30	1	2008	2008	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C1510472	Drug Dependence	group	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
     1012	CDH13	0.501	0.846	C2239176	Liver carcinoma	disease	C06;C04	Neoplastic Process	0.35	1	2006	2017	   3	   0	CTD_human
     1012	CDH13	0.501	0.846	C4316881	Prescription Drug Abuse	phenotype	C25;F03	Finding	0.30	1	2010	2010	   1	   0	CTD_human
     1013	CDH15	0.653	0.615	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.31	1	2012	2012	   1	   0	PSYGENET
     1013	CDH15	0.653	0.615	C0032460	Polycystic Ovary Syndrome	disease	C04;C13;C19	Disease or Syndrome	0.30	1	2011	2011	   1	   0	CTD_human
     1013	CDH15	0.653	0.615	C1136382	Sclerocystic Ovaries	disease	C04;C13;C19	Disease or Syndrome	0.30	1	2011	2011	   1	   0	CTD_human
     1013	CDH15	0.653	0.615	C2675488	Mental Retardation, Autosomal Dominant 3	disease	C23;C10;F03;F01	Disease or Syndrome	0.60	1	2008	2015	   2	   4	CTD_human;GENOMICS_ENGLAND;UNIPROT
     1015	CDH17	0.636	0.615	C0005586	Bipolar Disorder	disease	F03	Mental or Behavioral Dysfunction	0.30	1	2006	2008	   2	   0	PSYGENET
     1015	CDH17	0.636	0.615	C0033975	Psychotic Disorders	group	F03	Mental or Behavioral Dysfunction	0.30	1	2014	2014	   1	   0	PSYGENET
     1015	CDH17	0.636	0.615	C0264423	Asthma, Occupational	disease	C08;C20;C24	Disease or Syndrome	0.30	1	2015	2015	   1	   0	CTD_human
     1015	CDH17	0.636	0.615	C0349204	Nonorganic psychosis	disease	F03	Mental or Behavioral Dysfunction	0.30	1	2014	2014	   1	   0	PSYGENET
     1015	CDH17	0.636	0.615	C1839839	MAJOR AFFECTIVE DISORDER 2	disease	C16;F03	Mental or Behavioral Dysfunction	0.30	1	2008	2008	   1	   0	PSYGENET
     1016	CDH18	0.769	0.269	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2012	2012	   1	   0	PSYGENET
     1016	CDH18	0.769	0.269	C3495676	Anorectal Malformations	group	C16;C06	Anatomical Abnormality	0.30	1	2013	2013	   1	   0	GENOMICS_ENGLAND
     1017	CDK2	0.456	0.692	C0019829	Hodgkin Disease	disease	C04;C20;C15	Neoplastic Process	0.33	1	1995	1997	   0	   0	CGI
     1017	CDK2	0.456	0.692	C0025202	melanoma	disease	C04	Neoplastic Process	0.40	0.941	1994	2019	   1	   0	CTD_human
     1017	CDK2	0.456	0.692	C0079744	Diffuse Large B-Cell Lymphoma	disease	C04;C20;C15	Neoplastic Process	0.33	1	1998	2007	   0	   0	CGI
     1017	CDK2	0.456	0.692	C1168401	Squamous cell carcinoma of the head and neck	disease	C04	Neoplastic Process	0.34	0.8	1994	2018	   1	   0	CTD_human
     1017	CDK2	0.456	0.692	C1332201	Adult Diffuse Large B-Cell Lymphoma	disease	C04;C20;C15	Neoplastic Process	0.30				   0	   0	CGI
     1017	CDK2	0.456	0.692	C1621958	Glioblastoma Multiforme	disease	C04	Neoplastic Process	0.38	1	1995	2017	   0	   0	UNIPROT
     1018	CDK3	0.716	0.385	C1621958	Glioblastoma Multiforme	disease	C04	Neoplastic Process	0.31	1	2008	2008	   0	   0	UNIPROT
     1019	CDK4	0.412	0.808	C0006118	Brain Neoplasms	group	C04;C10	Neoplastic Process	0.35	0.833	1996	2019	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C0006826	Malignant Neoplasms	group	C04	Neoplastic Process	0.40	0.966	1995	2019	   0	   0	CGI
     1019	CDK4	0.412	0.808	C0007097	Carcinoma	group	C04	Neoplastic Process	0.40	1	1996	2018	   2	   0	CTD_human
     1019	CDK4	0.412	0.808	C0023827	liposarcoma	disease	C04	Neoplastic Process	0.60	1	1995	2019	   2	   0	CGI;CTD_human
     1019	CDK4	0.412	0.808	C0024299	Lymphoma	group	C04;C20;C15	Neoplastic Process	0.39	1	1996	2018	   0	   0	CGI
     1019	CDK4	0.412	0.808	C0024623	Malignant neoplasm of stomach	disease	C06;C04	Neoplastic Process	0.36	1	2011	2019	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C0024667	Animal Mammary Neoplasms	phenotype	C04;C22	Neoplastic Process	0.30	1	2002	2003	   2	   0	CTD_human
     1019	CDK4	0.412	0.808	C0024668	Mammary Neoplasms, Experimental	phenotype	C04	Neoplastic Process; Experimental Model of Disease	0.50	1	2002	2014	   3	   0	CTD_human
     1019	CDK4	0.412	0.808	C0025202	melanoma	disease	C04	Neoplastic Process	0.70	0.961	1994	2020	   0	   1	CGI;GENOMICS_ENGLAND
     1019	CDK4	0.412	0.808	C0027659	Neoplasms, Experimental	phenotype	C04	Neoplastic Process; Experimental Model of Disease	0.30	1	2011	2011	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C0038356	Stomach Neoplasms	group	C06;C04	Neoplastic Process	0.40	1	2011	2011	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C0151779	Cutaneous Melanoma	disease	C04;C17	Neoplastic Process	0.50	1	1999	2016	   0	   2	CGI
     1019	CDK4	0.412	0.808	C0153633	Malignant neoplasm of brain	disease	C04;C10	Neoplastic Process	0.32	1	1996	2019	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C0205696	Anaplastic carcinoma	disease	C04	Neoplastic Process	0.30	1	2002	2003	   2	   0	CTD_human
     1019	CDK4	0.412	0.808	C0205697	Carcinoma, Spindle-Cell	disease	C04	Neoplastic Process	0.30	1	2002	2003	   2	   0	CTD_human
     1019	CDK4	0.412	0.808	C0205698	Undifferentiated carcinoma	disease	C04	Neoplastic Process	0.30	1	2002	2003	   2	   0	CTD_human
     1019	CDK4	0.412	0.808	C0205699	Carcinomatosis	phenotype	C04	Neoplastic Process	0.30	1	2002	2003	   2	   0	CTD_human
     1019	CDK4	0.412	0.808	C0205824	Liposarcoma, Dedifferentiated	disease	C04	Neoplastic Process	0.60	1	2003	2020	   2	   0	CTD_human;ORPHANET
     1019	CDK4	0.412	0.808	C0205825	Liposarcoma, Pleomorphic	disease	C04	Neoplastic Process	0.33	1	2010	2017	   2	   0	CTD_human
     1019	CDK4	0.412	0.808	C0496899	Benign neoplasm of brain, unspecified	disease	C04;C10	Neoplastic Process	0.30	1	2011	2011	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C0677866	Brain Stem Neoplasms	group	C04;C10	Neoplastic Process	0.30	1	2013	2013	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C0750974	Brain Tumor, Primary	disease	C04;C10	Neoplastic Process	0.30	1	2011	2011	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C0750977	Recurrent Brain Neoplasm	disease	C04;C10	Neoplastic Process	0.30	1	2011	2011	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C0750979	Primary malignant neoplasm of brain	disease	C04;C10	Neoplastic Process	0.30	1	2011	2011	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C0751886	Brain Stem Neoplasms, Primary	disease	C04;C10	Neoplastic Process	0.30	1	2013	2013	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C0751887	Medullary Neoplasms	disease	C04;C10	Neoplastic Process	0.30	1	2013	2013	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C0751888	Mesencephalic Neoplasms	disease	C04;C10	Neoplastic Process	0.30	1	2013	2013	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C0751889	Pontine Tumors	group	C04;C10	Neoplastic Process	0.30	1	2013	2013	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C1168401	Squamous cell carcinoma of the head and neck	disease	C04	Neoplastic Process	0.39	1	1995	2019	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C1257925	Mammary Carcinoma, Animal	disease	C04;C22	Neoplastic Process	0.30	1	2002	2003	   2	   0	CTD_human
     1019	CDK4	0.412	0.808	C1370889	Liposarcoma, well differentiated	disease	C04	Neoplastic Process	0.60	0.95	2000	2019	   2	   0	CTD_human;ORPHANET
     1019	CDK4	0.412	0.808	C1512419	Hereditary Melanoma	disease	C16;C04;C17	Neoplastic Process	0.50	1	1996	2019	   0	   1	GENOMICS_ENGLAND
     1019	CDK4	0.412	0.808	C1527390	Neoplasms, Intracranial	group	C04;C10	Neoplastic Process	0.31	1	2011	2017	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C1708349	Hereditary Diffuse Gastric Cancer	disease	C06;C04	Neoplastic Process	0.30	1	2011	2011	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C1836892	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 3	disease		Finding	0.70	1	1995	2019	   9	   3	CLINGEN;CTD_human;GENOMICS_ENGLAND;UNIPROT
     1019	CDK4	0.412	0.808	C2239176	Liver carcinoma	disease	C06;C04	Neoplastic Process	0.40	1	1996	2020	   1	   0	CTD_human
     1019	CDK4	0.412	0.808	C2314896	Familial Atypical Mole Melanoma Syndrome	disease	C16;C04	Neoplastic Process	0.30	1	2009	2009	   1	   0	ORPHANET
     1020	CDK5	0.495	0.846	C0036341	Schizophrenia	disease	F03	Mental or Behavioral Dysfunction	0.31	1	2011	2011	   1	   0	PSYGENET
     1020	CDK5	0.495	0.846	C0600427	Cocaine Dependence	disease	C25;F03	Mental or Behavioral Dysfunction	0.31	1	2001	2019	   2	   0	PSYGENET
     1020	CDK5	0.495	0.846	C0949664	Tauopathies	group	C10	Disease or Syndrome	0.32	1	2013	2017	   1	   0	CTD_human
     1020	CDK5	0.495	0.846	C4225359	LISSENCEPHALY 7 WITH CEREBELLAR HYPOPLASIA	disease		Disease or Syndrome	0.60	1	2015	2015	   1	   1	CTD_human;GENOMICS_ENGLAND
     1021	CDK6	0.471	0.731	C0002871	Anemia	disease	C15	Disease or Syndrome	0.31	1	2017	2017	   1	   0	CTD_human
     1021	CDK6	0.471	0.731	C0003873	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	0.44	0.714	2008	2019	   1	   1	CTD_human
     1021	CDK6	0.471	0.731	C0004238	Atrial Fibrillation	disease	C23;C14	Disease or Syndrome	0.40	1	2018	2018	   2	   2	CTD_human
     1021	CDK6	0.471	0.731	C0004403	Autosome Abnormalities	group	C23	Cell or Molecular Dysfunction	0.30	1	2014	2014	   1	   0	CTD_human
     1021	CDK6	0.471	0.731	C0006826	Malignant Neoplasms	group	C04	Neoplastic Process	0.40	1	1995	2020	   0	   0	CGI
     1021	CDK6	0.471	0.731	C0008625	Chromosome Aberrations	group	C23	Cell or Molecular Dysfunction	0.30	1	2014	2014	   1	   0	CTD_human
     1021	CDK6	0.471	0.731	C0017636	Glioblastoma	disease	C04	Neoplastic Process	0.35	1	2000	2017	   1	   0	CTD_human
     1021	CDK6	0.471	0.731	C0023452	Childhood Acute Lymphoblastic Leukemia	disease	C04;C20;C15	Neoplastic Process	0.31	1	2009	2014	   1	   0	CTD_human
     1021	CDK6	0.471	0.731	C0023453	L2 Acute Lymphoblastic Leukemia	disease	C04;C20;C15	Neoplastic Process	0.30	1	2014	2014	   1	   0	CTD_human
     1021	CDK6	0.471	0.731	C0023467	Leukemia, Myelocytic, Acute	disease	C04	Neoplastic Process	0.37	1	2008	2018	   1	   0	CTD_human
     1021	CDK6	0.471	0.731	C0023827	liposarcoma	disease	C04	Neoplastic Process	0.30				   0	   0	CGI
     1021	CDK6	0.471	0.731	C0024299	Lymphoma	group	C04;C20;C15	Neoplastic Process	0.31	1	2000	2000	   0	   0	CGI
     1021	CDK6	0.471	0.731	C0024668	Mammary Neoplasms, Experimental	phenotype	C04	Neoplastic Process; Experimental Model of Disease	0.30	1	2014	2014	   1	   0	CTD_human
     1021	CDK6	0.471	0.731	C0025149	Medulloblastoma	disease	C04	Neoplastic Process	0.38	1	2005	2018	   2	   0	CTD_human
     1021	CDK6	0.471	0.731	C0026998	Acute Myeloid Leukemia, M1	disease	C04	Neoplastic Process	0.30	1	2008	2008	   1	   0	CTD_human
     1021	CDK6	0.471	0.731	C0038454	Cerebrovascular accident	group	C10;C14	Disease or Syndrome	0.40	1	2018	2018	   1	   1	CTD_human
     1021	CDK6	0.471	0.731	C0205833	Medullomyoblastoma	disease	C04	Neoplastic Process	0.30	1	2009	2013	   2	   0	CTD_human
     1021	CDK6	0.471	0.731	C0235480	Paroxysmal atrial fibrillation	disease	C23;C14	Disease or Syndrome	0.30	1	2018	2018	   2	   0	CTD_human
     1021	CDK6	0.471	0.731	C0263454	Chloracne	disease	C17	Disease or Syndrome	0.30	1	2007	2007	   1	   0	CTD_human
