dis_doid	dis_name	numgenes_AlteredExpression	numgenes_Biomarker	numgenes_GenomicAlterations	numgenes_PosttranslationalModification	numgenes_Therapeutic	numgenes_dir	numgenes_prop
DOID:9248	Pallister-Hall syndrome	2	7	8	0	0	10	10
DOID:2556	relapsing polychondritis	3	6	1	0	0	10	10
DOID:0060221	Maffucci syndrome	2	5	6	0	0	27	10
DOID:271	hemangioma of liver	5	4	1	0	0	10	10
DOID:3610	breast mucinous carcinoma	2	3	5	1	0	10	10
DOID:0050800	creatine transporter deficiency	0	5	8	0	0	10	10
DOID:0050770	polycystic liver disease	0	9	1	0	0	10	10
DOID:0110792	hereditary spastic paraplegia 4	1	3	9	1	0	124	10
DOID:3343	glycoproteinosis	2	6	7	1	0	22	10
DOID:3368	bone Ewing's sarcoma	9	1	0	0	0	10	10
DOID:0050462	Antley-Bixler syndrome	1	6	6	0	0	12	10
DOID:0050461	aspartylglucosaminuria	2	6	7	1	0	23	10
DOID:998	eosinophilia-myalgia syndrome	3	7	1	0	0	10	10
DOID:5299	endometrial clear cell adenocarcinoma	4	6	1	0	0	10	10
DOID:0060591	WHIM syndrome	3	6	5	0	0	10	10
DOID:0060652	familial erythrocytosis 1	1	2	8	0	0	31	10
DOID:12732	intermediate uveitis	0	3	8	0	0	10	10
DOID:0111077	pyruvate kinase deficiency of red cells	0	5	7	0	0	10	10
DOID:4734	calciphylaxis	0	8	2	0	0	10	10
DOID:0111168	sepiapterin reductase deficiency	0	7	4	0	0	10	10
DOID:813	septic arthritis	1	6	4	0	1	37	10
DOID:13098	central retinal artery occlusion	1	4	7	0	0	14	10
DOID:84	osteochondritis dissecans	1	7	2	0	0	35	10
DOID:8483	retinal artery occlusion	1	4	7	0	0	9	10
DOID:0070230	error	3	9	3	0	0	10	10
DOID:0070204	error	1	8	3	0	0	10	10
DOID:0070111	Niemann-Pick disease type A	2	7	3	0	0	13	10
DOID:13884	sick sinus syndrome	9	1	1	0	1	52	10
DOID:5572	Beckwith-Wiedemann syndrome	3	5	7	1	0	133	10
DOID:0070086	schizophrenia 10	0	2	8	0	0	10	10
DOID:8729	milker's nodule	1	9	0	0	0	10	10
DOID:5530	thymus squamous cell carcinoma	4	5	1	0	0	9	10
DOID:0110387	retinitis pigmentosa 9	0	5	6	0	0	51	10
DOID:0070030	ITM2B-related cerebral amyloid angiopathy 2	1	8	3	0	0	10	10
DOID:14176	selective IgG deficiency disease	1	3	8	0	0	10	10
DOID:0060885	renal hypomagnesemia 2	1	6	5	0	0	10	10
DOID:14289	Ebstein anomaly	0	5	7	0	0	10	10
DOID:14484	sporotrichosis	3	6	1	0	0	10	10
DOID:14500	fucosidosis	2	6	7	1	0	23	10
DOID:0111040	glycogen storage disease IXd	8	1	2	0	0	64	10
DOID:14748	Sotos syndrome	3	5	7	1	0	134	10
DOID:9087	anal carcinoma in situ	1	2	1	7	0	125	10
DOID:9088	parapsoriasis	1	8	1	0	0	10	10
DOID:0060787	hypomyelinating leukodystrophy 2	0	7	4	0	0	10	10
DOID:0060763	X-linked juvenile retinoschisis 1	1	8	3	0	0	42	10
DOID:1702	ichthyosis vulgaris	2	7	4	0	0	26	10
DOID:681	progressive bulbar palsy	2	7	3	0	0	10	10
DOID:0070029	ITM2B-related cerebral amyloid angiopathy 1	2	4	6	0	0	11	10
DOID:0080351	error	3	5	7	1	0	133	10
DOID:6179	ovarian small cell carcinoma	2	5	4	1	0	2	10
DOID:5742	pancreatic acinar cell adenocarcinoma	2	4	7	0	0	10	10
DOID:0090047	paroxysmal nonkinesigenic dyskinesia 2	0	6	7	0	0	10	10
DOID:4488	sarcomatoid mesothelioma	3	7	0	0	0	11	10
DOID:11355	bladder calculus	1	8	1	0	0	10	10
DOID:0080552	error	4	9	3	0	0	10	10
DOID:11354	stone in bladder diverticulum	1	8	1	0	0	10	10
DOID:0080440	error	0	1	10	0	0	10	10
DOID:0090060	Wolcott-Rallison syndrome	0	2	9	0	0	10	10
DOID:4546	pediatric mesenchymal chondrosarcoma	3	4	7	0	0	10	10
DOID:571	median neuropathy	0	7	2	0	1	10	10
DOID:6477	invasive bladder transitional cell carcinoma	5	1	4	0	0	10	10
DOID:6740	cervix small cell carcinoma	4	6	1	0	0	10	10
DOID:0111367	error	2	6	5	0	0	10	10
DOID:10792	chronic maxillary sinusitis	8	1	1	0	0	11	10
DOID:1076	chronic pyelonephritis	2	3	2	3	0	19	10
DOID:0080493	error	0	4	9	0	0	10	10
DOID:0090105	autosomal recessive hypercholesterolemia	3	1	10	0	0	38	10
DOID:11563	retinal vasculitis	3	6	2	0	0	18	10
DOID:1081	mansonelliasis	0	10	0	0	0	10	10
DOID:4418	cutaneous fibrous histiocytoma	4	3	1	1	1	62	10
DOID:0111454	error	5	2	9	0	0	10	10
DOID:0090027	split hand-foot malformation 2	7	1	2	0	0	36	10
DOID:0080110	multiple pterygium syndrome	0	6	4	0	0	12	9
DOID:5834	spermatocytoma	4	3	2	0	0	9	9
DOID:0110415	retinitis pigmentosa 2	2	6	4	1	0	47	9
DOID:0110949	Waardenburg syndrome type 3	1	4	6	0	0	57	9
DOID:2155	malignant ovarian germ cell neoplasm	0	5	4	0	0	2	9
DOID:0060451	Meesmann corneal dystrophy	3	5	3	0	0	9	9
DOID:0060369	autosomal recessive early-onset Parkinson's disease 6	1	8	3	0	0	9	9
DOID:2300	spondylolysis	0	6	3	0	0	9	9
DOID:11506	suppurative otitis media	3	4	3	0	0	9	9
DOID:0060352	Kleefstra syndrome	0	6	5	2	0	9	9
DOID:0090025	split hand-foot malformation 3	2	6	2	0	0	40	9
DOID:7651	hypercalcemic type ovarian small cell carcinoma	1	4	4	1	0	9	9
DOID:12384	dysentery	3	3	2	0	1	7	9
DOID:0060330	Rapp-Hodgkin syndrome	0	2	8	0	0	9	9
DOID:0110922	familial hemophagocytic lymphohistiocytosis 2	5	4	2	0	0	9	9
DOID:2749	glycogen storage disease I	1	6	3	0	0	36	9
DOID:7489	Osgood-Schlatter's disease	0	7	2	0	0	9	9
DOID:10350	breast cyst	3	5	1	0	0	9	9
DOID:10361	eosinophilic meningitis	0	9	0	0	0	9	9
DOID:5117	dermoid cyst of ovary	2	3	5	0	0	12	9
DOID:0080161	cutaneous candidiasis	4	4	1	0	0	9	9
DOID:0090068	giant axonal neuropathy 1	2	8	2	0	0	9	9
DOID:3643	sella turcica neoplasm	2	9	0	0	0	3	9
DOID:2384	Wernicke encephalopathy	1	5	3	1	0	9	9
DOID:0060270	pontocerebellar hypoplasia type 2D	3	2	5	0	0	194	9
DOID:950	dacryoadenitis	0	8	1	0	0	16	9
DOID:12375	bronchopneumonia	7	1	1	0	0	9	9
DOID:12376	juvenile spinal muscular atrophy	5	3	5	0	0	16	9
DOID:0090023	split hand-foot malformation 4	7	5	6	0	0	37	9
DOID:0060292	X-linked chondrodysplasia punctata	1	6	4	0	0	21	9
DOID:4409	folliculitis	0	8	1	0	0	9	9
DOID:0060462	Desbuquois dysplasia	0	4	8	0	0	9	9
DOID:1811	reflex sympathetic dystrophy	0	5	1	0	3	67	9
DOID:0060488	Pitt-Hopkins syndrome	3	4	9	1	0	9	9
DOID:0070255	error	0	7	6	0	0	9	9
DOID:13094	branch retinal artery occlusion	0	4	7	0	0	9	9
DOID:0111041	glycogen storage disease IXb	8	1	1	0	0	63	9
DOID:0111043	glycogen storage disease IXc	8	1	2	0	0	63	9
DOID:14445	chronic closed-angle glaucoma	1	7	1	0	0	105	9
DOID:10992	acute hemorrhagic leukoencephalitis	2	3	4	0	0	9	9
DOID:14247	chronic purulent otitis media	3	4	3	0	0	9	9
DOID:0111339	error	2	6	3	0	0	9	9
DOID:0080523	error	1	5	6	0	0	9	9
DOID:4877	breast adenoid cystic carcinoma	2	5	2	0	0	9	9
DOID:1468	labyrinthitis	0	8	1	0	0	3	9
DOID:0111073	progressive familial heart block	0	6	5	0	0	7	9
DOID:0111369	error	4	4	3	0	0	22	9
DOID:14049	phaeohyphomycosis	0	9	1	0	0	9	9
DOID:0070070	autosomal dominant non-syndromic intellectual disability 40	0	9	1	0	0	9	9
DOID:5565	adult teratoma	2	3	3	1	0	107	9
DOID:0080492	error	0	7	6	0	0	9	9
DOID:1343	urethritis	1	5	5	0	0	11	9
DOID:0070207	error	0	9	1	0	0	9	9
DOID:11364	lens subluxation	0	3	6	0	0	9	9
DOID:0111035	CADASIL 1	9	1	1	0	0	40	9
DOID:5433	urinary tract papillary transitional cell benign neoplasm	4	2	5	0	0	2	9
DOID:0070326	error	0	6	4	0	0	9	9
DOID:1930	Laurence-Moon syndrome	8	1	1	0	0	87	9
DOID:0060539	Hermansky-Pudlak syndrome 1	0	4	6	0	0	9	9
DOID:2754	glycogen storage disease VI	3	5	3	0	0	34	9
DOID:0060649	congenital hereditary endothelial dystrophy of cornea	5	2	5	0	0	9	9
DOID:4153	spinal chordoma	2	6	1	0	0	9	9
DOID:0060696	hyperekplexia 1	1	2	9	0	0	16	9
DOID:0060733	junctional epidermolysis bullosa with pyloric atresia	0	4	6	0	0	10	9
DOID:5861	myxoid chondrosarcoma	0	4	5	0	0	9	9
DOID:0060771	dextro-looped transposition of the great arteries 1	3	6	1	0	0	61	9
DOID:0080566	error	0	7	4	0	0	9	9
DOID:0060776	congenital diarrhea 5 with tufting enteropathy	6	1	1	2	0	33	9
DOID:5884	benign intermediate mesothelioma	5	3	4	0	0	9	9
DOID:0060789	hypomyelinating leukodystrophy 4	0	7	2	0	0	10	9
DOID:10923	sickle cell anemia	1	3	2	2	1	434	9
DOID:5890	malignant adult ependymoma	2	3	4	0	0	9	9
DOID:14755	argininosuccinic aciduria	2	8	1	0	0	9	9
DOID:0080568	error	0	8	2	0	0	9	9
DOID:0111031	hemochromatosis type 5	7	1	2	0	0	16	9
DOID:2750	glycogen storage disease IV	3	5	3	0	0	34	9
DOID:2273	vulvovaginitis	1	6	2	0	0	25	9
DOID:13405	cardiac sarcoidosis	1	8	2	0	0	9	9
DOID:0050444	infantile Refsum disease	3	6	4	0	0	25	9
DOID:0050452	mevalonic aciduria	1	3	4	3	0	146	9
DOID:5222	acute necrotizing encephalitis	2	3	4	0	0	9	9
DOID:6652	diffuse idiopathic skeletal hyperostosis	3	5	1	0	0	9	9
DOID:10027	tabes dorsalis	4	2	5	0	0	13	9
DOID:2987	familial Mediterranean fever	1	3	4	3	0	148	9
DOID:3577	Sertoli cell tumor	1	3	5	0	0	9	9
DOID:3356	localized osteosarcoma	5	3	1	0	0	9	9
DOID:4250	conjunctivochalasis	7	2	1	0	0	9	9
DOID:0050841	focal hand dystonia	0	4	7	0	0	9	9
DOID:538	internuclear ophthalmoplegia	0	4	6	0	0	9	9
DOID:10235	Brown's tendon sheath syndrome	0	4	6	0	0	10	9
DOID:0050791	persistent Mullerian duct syndrome	3	7	3	0	0	9	9
DOID:5381	bile duct adenoma	3	4	2	0	0	9	9
DOID:0110629	Wolfram syndrome 1	2	5	3	0	0	33	9
DOID:3098	small cell sarcoma	1	5	6	0	0	30	9
DOID:0050587	trichotillomania	2	4	5	0	0	9	9
DOID:9828	neonatal abstinence syndrome	2	5	5	1	0	9	9
DOID:7079	adult cystic teratoma	2	3	3	1	0	107	9
DOID:0060157	diffuse alopecia areata	0	8	1	0	0	10	9
DOID:3260	spindle cell rhabdomyosarcoma	0	5	5	0	0	9	9
DOID:12010	anterior ischemic optic neuropathy	0	3	6	0	0	9	9
DOID:988	mitral valve prolapse	3	5	2	0	0	120	9
DOID:0050681	Borjeson-Forssman-Lehmann syndrome	2	8	1	0	0	9	9
DOID:0050960	spinocerebellar ataxia type 10	0	6	4	0	0	9	9
DOID:0050691	branchiooculofacial syndrome	2	4	6	0	0	9	9
DOID:0080352	error	1	6	4	0	0	9	9
DOID:4367	apparent mineralocorticoid excess syndrome	2	2	7	1	0	26	9
DOID:2856	euthyroid sick syndrome	2	5	2	0	1	9	9
DOID:10349	solitary cyst of breast	3	5	1	0	0	9	9
DOID:0111533	error	0	3	7	0	0	9	9
DOID:11755	choledocholithiasis	1	4	4	0	0	16	9
DOID:0050158	desquamative interstitial pneumonia	1	6	3	0	0	9	9
DOID:11721	glycogen storage disease VII	3	5	3	0	0	34	9
DOID:0050449	pachyonychia congenita	5	5	2	0	0	23	8
DOID:8161	thyroid Hurthle cell carcinoma	0	1	8	0	0	8	8
DOID:0111396	error	1	5	5	0	0	8	8
DOID:0070313	error	4	1	4	0	0	18	8
DOID:8110	periampullary adenocarcinoma	2	3	3	0	0	8	8
DOID:3278	encapsulated thymoma	0	8	0	0	0	8	8
DOID:0060791	hypomyelinating leukodystrophy 9	0	7	1	0	0	8	8
DOID:9938	dacryocystitis	0	8	0	0	0	8	8
DOID:0050605	acrodermatitis enteropathica	1	4	5	0	0	8	8
DOID:10915	Wernicke-Korsakoff syndrome	0	5	6	0	0	8	8
DOID:0060798	hypomyelinating leukodystrophy 6	0	7	1	0	0	8	8
DOID:8590	acute vascular insufficiency of intestine	0	8	0	0	0	8	8
DOID:5482	cystadenofibroma	4	3	1	0	0	16	8
DOID:5479	papillary adenofibroma	4	3	1	0	0	16	8
DOID:0111397	error	1	5	5	0	0	8	8
DOID:8025	gastric signet ring cell adenocarcinoma	2	5	1	0	0	8	8
DOID:0090142	cystathioninuria	5	3	1	0	0	24	8
DOID:0050576	Senior-Loken syndrome	6	2	1	0	0	107	8
DOID:4028	angioma serpiginosum	4	0	4	0	0	8	8
DOID:0111398	error	1	5	5	0	0	8	8
DOID:1627	intraductal papilloma	1	6	0	1	0	8	8
DOID:10865	abducens nerve disease	0	5	3	0	0	8	8
DOID:682	compartment syndrome	2	4	1	0	1	9	8
DOID:0111165	molybdenum cofactor deficiency	4	4	3	0	0	1	8
DOID:857	multiple carboxylase deficiency	2	6	4	0	0	3	8
DOID:0080479	error	0	3	5	0	0	9	8
DOID:8498	hereditary night blindness	0	6	6	0	0	8	8
DOID:0050636	familial visceral amyloidosis	0	7	5	0	0	8	8
DOID:0060614	ulnar-mammary syndrome	4	2	6	0	0	8	8
DOID:4970	prosopagnosia	0	8	1	0	0	9	8
DOID:0040098	pemphigus gestationis	6	3	1	0	0	8	8
DOID:14737	craniofrontonasal syndrome	1	6	3	0	0	8	8
DOID:5895	clear cell cystadenofibroma	4	3	1	0	0	8	8
DOID:0111530	error	1	3	7	0	0	16	8
DOID:0060842	isolated microphthalmia 3	0	1	7	0	0	8	8
DOID:0060847	Leri-Weill dyschondrosteosis	1	6	3	1	0	17	8
DOID:3529	central core myopathy	7	1	1	0	0	127	8
DOID:8757	gastric mucosal hypertrophy	3	5	3	0	0	8	8
DOID:0110768	hereditary spastic paraplegia 15	6	3	2	1	0	123	8
DOID:3374	peripheral osteosarcoma	3	4	2	0	0	2	8
DOID:14482	herpes gestationis	6	3	1	0	0	8	8
DOID:11161	neonatal respiratory failure	0	4	5	0	0	8	8
DOID:0050465	Muir-Torre syndrome	3	4	6	0	0	8	8
DOID:14450	46 XX gonadal dysgenesis	0	1	8	0	0	10	8
DOID:6867	mediastinal gray zone lymphoma	1	6	1	0	0	8	8
DOID:14181	calcific tendinitis	3	6	0	0	0	8	8
DOID:0080548	error	3	6	1	0	0	47	8
DOID:4038	granulomatous gastritis	3	5	3	0	0	8	8
DOID:0060841	isolated microphthalmia 8	0	1	7	0	0	8	8
DOID:0060840	isolated microphthalmia 1	0	1	7	0	0	8	8
DOID:0050568	spondylocostal dysostosis	2	6	1	0	0	13	8
DOID:0111146	acquired von Willebrand syndrome	3	5	3	0	0	8	8
DOID:0111385	error	1	2	6	0	0	37	8
DOID:14723	beta-ketothiolase deficiency	1	6	2	0	0	8	8
DOID:0111100	maturity-onset diabetes of the young type 2	1	6	4	0	0	8	8
DOID:0111359	error	5	2	2	0	0	27	8
DOID:5658	lipid-rich carcinoma	0	8	0	0	0	8	8
DOID:8632	Kaposi's sarcoma	1	1	3	3	0	489	8
DOID:9957	periostitis	2	5	1	0	0	6	8
DOID:0060839	isolated microphthalmia 2	0	1	7	0	0	8	8
DOID:0110791	hereditary spastic paraplegia 3A	6	2	2	1	0	123	8
DOID:0060835	isolated microphthalmia 6	0	1	7	0	0	8	8
DOID:0060836	isolated microphthalmia 4	0	1	7	0	0	9	8
DOID:7134	esophagus small cell carcinoma	4	1	3	0	0	8	8
DOID:864	phlebitis	1	3	4	0	0	2	8
DOID:0060838	isolated microphthalmia 7	0	1	7	0	0	8	8
DOID:903	gastrointestinal lymphoma	0	1	7	0	0	8	8
DOID:0110077	arrhythmogenic right ventricular dysplasia 9	0	4	5	0	0	8	8
DOID:3178	skin papilloma	2	6	0	0	0	8	8
DOID:0110960	Gaucher's disease perinatal lethal	0	7	2	0	0	8	8
DOID:10184	spindle cell lipoma	2	8	1	0	0	8	8
DOID:7192	hereditary conventional renal cell carcinoma	1	0	7	0	0	8	8
DOID:115	cardiac tamponade	1	4	3	0	0	8	8
DOID:12119	hemosiderosis	2	3	3	0	0	8	8
DOID:0050785	progressive relapsing multiple sclerosis	2	1	5	0	0	8	8
DOID:0110414	retinitis pigmentosa 3	0	3	6	0	0	48	8
DOID:0110071	arrhythmogenic right ventricular dysplasia 2	0	4	5	0	0	9	8
DOID:0060298	complement component 4b deficiency	0	4	5	0	0	47	8
DOID:0050876	Caroli disease	2	3	4	0	0	8	8
DOID:4541	nominal aphasia	0	8	1	0	0	8	8
DOID:2495	senile angioma	4	0	4	0	0	8	8
DOID:10581	metachromatic leukodystrophy	1	7	1	0	0	33	8
DOID:0110848	xeroderma pigmentosum group F	3	5	4	1	0	139	8
DOID:0050885	IMAGe syndrome	0	4	5	0	0	8	8
DOID:0080222	pseudohypoparathyroidism type IB	2	3	7	2	0	14	8
DOID:293	lacrimal gland carcinoma	3	5	0	0	0	2	8
DOID:0060255	rippling muscle disease 2	3	3	1	1	1	286	8
DOID:9667	placental abruption	1	1	6	0	0	13	8
DOID:4551	anus neoplasm	3	2	2	0	1	8	8
DOID:9663	aphthous stomatitis	2	3	3	0	0	15	8
DOID:0110917	hereditary spherocytosis type 2	0	7	2	0	0	8	8
DOID:2609	adenomyoma	3	3	1	1	0	9	8
DOID:10398	pneumonic plague	1	7	1	0	0	12	8
DOID:0080173	bladder exstrophy-epispadias-cloacal exstrophy complex	1	1	6	0	0	8	8
DOID:2683	adenofibroma	4	3	1	0	0	16	8
DOID:0080174	bladder exstrophy	1	1	6	0	0	24	8
DOID:2725	capillary hemangioma	1	3	2	2	0	172	8
DOID:0060009	MHC class I deficiency	0	7	8	0	0	8	8
DOID:2748	glycogen storage disease III	2	2	6	0	0	9	8
DOID:0110958	Gaucher's disease type II	0	7	2	0	0	12	8
DOID:5477	clear cell adenofibroma	4	3	1	0	0	16	8
DOID:0050719	cerebral folate receptor alpha deficiency	2	4	5	0	0	8	8
DOID:5434	scrapie	1	8	1	0	0	8	8
DOID:0110971	brachydactyly type D	1	5	3	0	0	8	8
DOID:7141	prostate small cell carcinoma	3	4	4	0	0	8	8
DOID:0050720	ornithine translocase deficiency	1	7	4	0	0	8	8
DOID:11481	constrictive pericarditis	0	6	2	0	0	8	8
DOID:0090026	split hand-foot malformation 6	7	1	1	0	0	36	8
DOID:1270	hereditary hemorrhagic telangiectasia	2	7	2	0	0	42	8
DOID:4993	atypical polypoid adenomyoma	3	3	1	1	0	9	8
DOID:0060537	mitochondrial complex II deficiency	0	8	7	0	0	8	8
DOID:0110961	atypical Gaucher's disease due to saposin c deficiency	0	7	1	0	0	8	8
DOID:0060175	succinic semialdehyde dehydrogenase deficiency	0	6	2	0	0	7	7
DOID:970	tenosynovitis	1	6	1	0	0	7	7
DOID:0060251	sclerosteosis	2	7	3	0	0	7	7
DOID:6170	ovarian carcinosarcoma	1	4	2	0	0	6	7
DOID:0050436	mulibrey nanism	1	7	1	0	0	7	7
DOID:1415	gyrate atrophy	5	3	2	0	0	10	7
DOID:0110088	asphyxiating thoracic dystrophy 4	0	5	2	0	0	7	7
DOID:0110016	Leber congenital amaurosis 2	0	4	4	0	0	48	7
DOID:0060710	autosomal recessive congenital ichthyosis 2	4	1	4	0	0	36	7
DOID:0090112	Nasu-Hakola disease	5	3	3	0	0	7	7
DOID:8533	hypopharynx cancer	3	3	2	0	0	56	7
DOID:1748	conjunctival squamous cell carcinoma	2	4	2	0	0	7	7
DOID:0080539	error	1	2	7	0	0	7	7
DOID:0050964	spinocerebellar ataxia type 14	1	6	2	0	0	7	7
DOID:2784	lung sarcoma	3	3	1	0	0	7	7
DOID:14286	neurogenic arthropathy	0	5	3	0	0	7	7
DOID:0111050	Quebec platelet disorder	4	4	2	0	0	7	7
DOID:14332	postencephalitic Parkinson disease	0	7	0	0	0	7	7
DOID:2751	glycogen storage disease VIII	0	6	1	0	0	7	7
DOID:4157	secondary syphilis	1	3	3	0	0	7	7
DOID:0060656	autosomal recessive congenital ichthyosis 1	4	1	4	0	0	97	7
DOID:2734	keratosis follicularis	1	4	2	0	0	64	7
DOID:14064	acute poststreptococcal glomerulonephritis	0	6	1	0	0	7	7
DOID:0040097	autoimmune vasculitis	1	6	0	0	0	7	7
DOID:0050657	Bannayan-Riley-Ruvalcaba syndrome	1	2	3	3	0	393	7
DOID:9620	vesicoureteral reflux	6	1	1	0	0	203	7
DOID:6239	non-invasive bladder papillary urothelial neoplasm	1	2	4	0	0	7	7
DOID:0070198	error	2	5	2	0	0	7	7
DOID:0070199	error	2	5	2	0	0	7	7
DOID:0060648	corneal opacification and other ocular anomalies	1	4	4	0	0	14	7
DOID:0050656	pseudo-TORCH syndrome 1	0	7	2	0	0	7	7
DOID:0060534	hepatoid adenocarcinoma	4	5	0	0	0	7	7
DOID:11164	band keratopathy	0	6	2	0	0	7	7
DOID:4376	milk allergy	0	7	0	0	0	7	7
DOID:0110912	leukocyte adhesion deficiency 3	0	6	3	0	0	7	7
DOID:10439	Mooren's ulcer	4	3	0	0	0	7	7
DOID:0080511	error	1	5	5	0	0	7	7
DOID:0050464	Farber lipogranulomatosis	3	5	2	0	0	7	7
DOID:0111074	progressive familial heart block type IA	0	4	5	0	0	7	7
DOID:0111509	error	6	1	1	0	0	9	7
DOID:0110645	long QT syndrome 2	3	2	6	0	0	14	7
DOID:1562	chromoblastomycosis	1	4	2	0	0	7	7
DOID:0050630	Aland Island eye disease	2	4	3	0	0	7	7
DOID:0110823	hereditary spastic paraplegia 8	6	2	1	1	0	123	7
DOID:9063	Ritter's disease	0	6	1	0	0	7	7
DOID:0060748	familial temporal lobe epilepsy 1	0	4	5	0	0	9	7
DOID:9395	croup	0	6	1	0	0	7	7
DOID:0060372	autosomal recessive early-onset Parkinson's disease 15	1	1	7	0	0	7	7
DOID:14756	autosomal dominant type IV Ehlers-Danlos syndrome	0	3	5	0	0	7	7
DOID:2275	pharyngitis	1	1	5	0	0	41	7
DOID:0110630	Wolfram syndrome 2	0	5	4	0	0	7	7
DOID:0060756	sclerosteosis 1	2	7	3	0	0	9	7
DOID:0060386	Chilblain lupus	0	4	4	0	0	9	7
DOID:0110950	Waardenburg syndrome type 2A	0	3	6	0	0	7	7
DOID:0060757	sclerosteosis 2	2	7	3	0	0	9	7
DOID:3309	neurodermatitis	2	4	1	0	0	7	7
DOID:2229	factor XI deficiency	1	4	3	0	0	7	7
DOID:1513	chronic cervicitis	7	0	0	0	0	7	7
DOID:9362	status asthmaticus	1	5	1	0	0	7	7
DOID:1521	cecum cancer	2	5	1	0	0	5	7
DOID:4271	microsporidiosis	0	5	2	1	0	4	7
DOID:2216	factor V deficiency	2	4	3	0	0	72	7
DOID:2215	factor VII deficiency	2	4	3	0	0	72	7
DOID:0050725	tyrosinemia type II	1	5	3	0	0	7	7
DOID:0060456	Schnyder corneal dystrophy	0	6	2	0	0	7	7
DOID:0090123	aromatic L-amino acid decarboxylase deficiency	0	3	5	0	0	7	7
DOID:3017	breast sarcoma	1	3	3	0	0	4	7
DOID:14694	Johanson-Blizzard syndrome	1	2	6	0	0	7	7
DOID:0110091	short-rib thoracic dysplasia 10 with or without polydactyly	0	5	2	0	0	7	7
DOID:1639	skeletal tuberculosis	1	4	2	0	0	7	7
DOID:0060853	Potocki-Lupski syndrome	0	4	6	0	0	7	7
DOID:2494	angiodysplasia	3	4	2	0	0	7	7
DOID:0060852	Pierson syndrome	1	5	3	0	0	7	7
DOID:2493	gastric antral vascular ectasia	0	7	0	0	0	7	7
DOID:0050489	multinodular goiter	1	5	3	0	0	7	7
DOID:10582	Refsum disease	3	6	1	0	0	25	7
DOID:507	adjustment disorder	2	1	4	0	0	9	7
DOID:0060745	Doyne honeycomb retinal dystrophy	1	3	4	0	0	54	7
DOID:5063	basosquamous carcinoma	2	3	2	0	0	7	7
DOID:0060746	basal laminar drusen	1	3	4	0	0	58	7
DOID:5062	phencyclidine abuse	0	7	0	0	0	7	7
DOID:9266	cystinuria	5	2	1	0	0	22	7
DOID:10604	lactose intolerance	2	3	4	0	0	25	7
DOID:6032	juvenile type testicular granulosa cell tumor	4	0	3	0	0	7	7
DOID:0050722	PHGDH deficiency	3	4	1	0	0	7	7
DOID:0050831	familial encephalopathy with neuroserpin inclusion bodies	0	4	4	1	0	7	7
DOID:2367	neuroaxonal dystrophy	1	6	2	0	0	7	7
DOID:0090118	congenital amegakaryocytic thrombocytopenia	2	4	5	0	0	7	7
DOID:0060736	epidermolysis bullosa simplex Ogna type	5	1	2	0	0	30	7
DOID:0080032	craniodiaphyseal dysplasia	1	6	2	0	0	7	7
DOID:4024	scirrhous adenocarcinoma	5	3	1	0	0	7	7
DOID:13270	erythropoietic protoporphyria	5	1	1	0	1	38	7
DOID:0111148	isolated ectopia lentis	1	5	3	0	0	35	7
DOID:0070285	error	1	1	7	0	0	7	7
DOID:0080038	pycnodysostosis	1	7	1	0	0	7	7
DOID:7146	Langerhans cell sarcoma	1	2	4	0	0	26	7
DOID:11457	brain compression	0	7	0	0	0	8	7
DOID:4637	cervical adenitis	1	5	3	0	0	7	7
DOID:0080049	acromesomelic dysplasia	2	5	4	0	0	5	7
DOID:12510	retinal ischemia	0	2	0	0	5	7	7
DOID:0080071	pseudo-Hurler polydystrophy	2	5	1	0	0	7	7
DOID:8442	paralytic ileus	3	4	1	0	0	35	7
DOID:11665	Patau syndrome	5	1	1	0	0	15	7
DOID:0080132	Sengers syndrome	0	5	3	0	0	7	7
DOID:7848	interdigitating dendritic cell sarcoma	1	2	4	0	0	26	7
DOID:0111273	error	1	2	6	0	0	7	7
DOID:0111269	error	1	1	7	0	0	7	7
DOID:6376	hypersplenism	2	4	1	0	0	27	7
DOID:7960	malignant spiradenoma	1	5	1	0	0	7	7
DOID:6262	follicular dendritic cell sarcoma	1	2	4	0	0	26	7
DOID:12273	anisometropia	0	4	3	0	0	7	7
DOID:13100	intracranial vasospasm	0	6	0	0	1	7	7
DOID:8461	Aicardi syndrome	1	0	6	0	0	7	7
DOID:0110766	hereditary spastic paraplegia 13	6	1	1	1	0	123	7
DOID:12294	atypical depressive disorder	1	5	2	0	0	7	7
DOID:12192	sigmoid colon cancer	2	2	3	0	0	7	7
DOID:0110969	brachydactyly type B1	2	4	2	0	0	6	6
DOID:0060883	intestinal hypomagnesemia 1	0	4	3	0	0	6	6
DOID:6977	pancreatic cholera	1	4	2	0	2	11	6
DOID:0110005	Leber congenital amaurosis 9	0	6	1	0	0	44	6
DOID:0060543	Hermansky-Pudlak syndrome 5	0	5	2	0	0	6	6
DOID:13148	acute cystitis	0	4	2	0	0	6	6
DOID:980	choroidal sclerosis	0	5	3	0	0	10	6
DOID:0060484	EAST syndrome	1	3	4	0	0	6	6
DOID:9946	steroid-induced glaucoma	4	1	1	0	0	6	6
DOID:6489	periosteal osteogenic sarcoma	3	2	2	0	0	7	6
DOID:5521	keratinizing squamous cell carcinoma	5	2	1	0	0	6	6
DOID:4586	familial meningioma	1	6	0	0	0	6	6
